CustomerID,Name,Region,JoinDate
1,Customer_1,North,2015-04-13
2,Customer_2,East,2017-09-30
3,Customer_3,South,2016-07-25
4,Customer_4,North,2022-08-03
5,Customer_5,North,2021-08-15
6,Customer_6,West,2015-05-11
7,Customer_7,North,2016-01-19
8,Customer_8,South,2017-08-10
9,Customer_9,North,2021-04-17
10,Customer_10,South,2023-01-11
11,Customer_11,West,2017-06-21
12,Customer_12,West,2021-08-10
13,Customer_13,East,2024-01-29
14,Customer_14,North,2023-07-06
15,Customer_15,South,2022-10-30
16,Customer_16,West,2018-10-25
17,Customer_17,East,2016-09-28
18,Customer_18,South,2023-07-25
19,Customer_19,East,2016-02-23
20,Customer_20,North,2019-04-06
21,Customer_21,North,2019-01-10
22,Customer_22,East,2021-10-08
23,Customer_23,East,2024-01-19
24,Customer_24,North,2023-03-08
25,Customer_25,West,2021-01-05
26,Customer_26,North,2019-03-31
27,Customer_27,North,2021-03-11
28,Customer_28,East,2024-04-20
29,Customer_29,East,2021-06-22
30,Customer_30,South,2022-11-25
31,Customer_31,North,2015-07-07
32,Customer_32,South,2023-09-02
33,Customer_33,East,2015-11-23
34,Customer_34,South,2016-02-18
35,Customer_35,West,2018-02-12
36,Customer_36,West,2022-02-16
37,Customer_37,East,2016-10-28
38,Customer_38,East,2018-12-26
39,Customer_39,South,2022-07-08
40,Customer_40,East,2022-11-14
41,Customer_41,North,2021-10-31
42,Customer_42,South,2020-12-27
43,Customer_43,South,2016-10-31
44,Customer_44,West,2019-04-04
45,Customer_45,East,2022-03-06
46,Customer_46,South,2022-09-05
47,Customer_47,East,2024-06-14
48,Customer_48,North,2017-07-27
49,Customer_49,North,2024-01-11
50,Customer_50,East,2019-07-02
51,Customer_51,East,2015-09-29
52,Customer_52,South,2021-05-12
53,Customer_53,East,2017-05-20
54,Customer_54,West,2019-06-09
55,Customer_55,West,2016-08-08
56,Customer_56,East,2016-07-25
57,Customer_57,South,2023-05-10
58,Customer_58,East,2023-05-18
59,Customer_59,West,2021-07-18
60,Customer_60,West,2019-01-22
61,Customer_61,South,2016-07-20
62,Customer_62,West,2016-01-08
63,Customer_63,North,2016-03-25
64,Customer_64,South,2022-01-14
65,Customer_65,South,2023-11-19
66,Customer_66,West,2021-09-08
67,Customer_67,North,2019-04-26
68,Customer_68,West,2021-09-06
69,Customer_69,West,2020-12-07
70,Customer_70,East,2021-03-16
71,Customer_71,North,2022-08-18
72,Customer_72,North,2022-08-24
73,Customer_73,East,2023-08-15
74,Customer_74,East,2016-04-01
75,Customer_75,East,2019-11-16
76,Customer_76,South,2020-02-02
77,Customer_77,North,2023-02-05
78,Customer_78,East,2020-08-12
79,Customer_79,South,2020-09-10
80,Customer_80,North,2022-01-05
81,Customer_81,East,2024-06-09
82,Customer_82,South,2016-09-18
83,Customer_83,East,2023-07-21
84,Customer_84,South,2021-01-18
85,Customer_85,North,2021-09-19
86,Customer_86,East,2020-06-24
87,Customer_87,North,2016-04-03
88,Customer_88,East,2024-04-29
89,Customer_89,East,2017-09-07
90,Customer_90,North,2017-09-13
91,Customer_91,North,2015-12-17
92,Customer_92,West,2024-02-25
93,Customer_93,North,2023-07-13
94,Customer_94,South,2016-06-09
95,Customer_95,West,2021-03-01
96,Customer_96,South,2017-12-21
97,Customer_97,West,2017-05-17
98,Customer_98,South,2022-12-30
99,Customer_99,East,2019-06-23
100,Customer_100,East,2019-11-30
101,Customer_101,West,2016-05-10
102,Customer_102,South,2017-07-09
103,Customer_103,North,2018-10-16
104,Customer_104,North,2021-08-06
105,Customer_105,South,2021-08-07
106,Customer_106,South,2015-01-30
107,Customer_107,North,2022-12-09
108,Customer_108,North,2017-07-26
109,Customer_109,North,2015-05-09
110,Customer_110,East,2015-10-18
111,Customer_111,South,2018-02-14
112,Customer_112,West,2017-05-27
113,Customer_113,South,2023-02-10
114,Customer_114,West,2017-09-22
115,Customer_115,West,2024-01-21
116,Customer_116,West,2017-02-18
117,Customer_117,North,2016-02-02
118,Customer_118,West,2018-12-22
119,Customer_119,West,2019-08-11
120,Customer_120,West,2023-03-06
121,Customer_121,North,2022-07-21
122,Customer_122,North,2015-09-06
123,Customer_123,West,2023-03-02
124,Customer_124,East,2023-12-24
125,Customer_125,North,2017-10-15
126,Customer_126,South,2017-02-18
127,Customer_127,West,2016-07-28
128,Customer_128,West,2017-01-21
129,Customer_129,East,2020-03-09
130,Customer_130,South,2015-11-05
131,Customer_131,West,2024-01-23
132,Customer_132,North,2015-07-27
133,Customer_133,North,2016-01-18
134,Customer_134,South,2016-11-12
135,Customer_135,West,2020-06-12
136,Customer_136,West,2017-05-25
137,Customer_137,West,2015-08-29
138,Customer_138,South,2019-04-02
139,Customer_139,North,2019-05-19
140,Customer_140,East,2023-10-17
141,Customer_141,West,2018-03-14
142,Customer_142,West,2022-10-24
143,Customer_143,West,2016-09-26
144,Customer_144,South,2018-04-30
145,Customer_145,South,2015-08-28
146,Customer_146,North,2023-05-22
147,Customer_147,East,2015-08-23
148,Customer_148,North,2021-07-20
149,Customer_149,West,2020-08-21
150,Customer_150,South,2015-08-21
151,Customer_151,North,2024-07-19
152,Customer_152,South,2015-10-08
153,Customer_153,North,2022-07-28
154,Customer_154,South,2019-07-12
155,Customer_155,North,2021-05-22
156,Customer_156,South,2021-06-29
157,Customer_157,North,2021-12-11
158,Customer_158,North,2019-09-14
159,Customer_159,East,2017-12-04
160,Customer_160,South,2022-07-06
161,Customer_161,East,2017-09-04
162,Customer_162,East,2019-06-10
163,Customer_163,South,2022-07-14
164,Customer_164,East,2020-02-16
165,Customer_165,East,2023-06-07
166,Customer_166,North,2015-02-08
167,Customer_167,West,2021-12-19
168,Customer_168,North,2015-10-28
169,Customer_169,South,2020-09-03
170,Customer_170,East,2016-06-26
171,Customer_171,East,2015-10-09
172,Customer_172,South,2019-02-22
173,Customer_173,East,2016-10-08
174,Customer_174,West,2024-05-08
175,Customer_175,East,2021-11-10
176,Customer_176,North,2022-06-28
177,Customer_177,East,2022-06-10
178,Customer_178,North,2016-07-04
179,Customer_179,East,2016-04-17
180,Customer_180,North,2023-04-29
181,Customer_181,South,2018-01-20
182,Customer_182,East,2021-10-13
183,Customer_183,South,2023-01-18
184,Customer_184,East,2017-04-13
185,Customer_185,East,2020-09-01
186,Customer_186,West,2017-10-25
187,Customer_187,North,2016-01-14
188,Customer_188,West,2024-04-20
189,Customer_189,East,2015-06-30
190,Customer_190,North,2018-09-28
191,Customer_191,South,2022-02-22
192,Customer_192,East,2016-10-23
193,Customer_193,West,2021-03-09
194,Customer_194,West,2021-04-16
195,Customer_195,North,2016-04-03
196,Customer_196,North,2022-10-01
197,Customer_197,South,2021-02-12
198,Customer_198,North,2024-05-11
199,Customer_199,East,2021-07-13
200,Customer_200,South,2019-10-27
201,Customer_201,South,2015-06-21
202,Customer_202,East,2019-02-02
203,Customer_203,North,2019-01-05
204,Customer_204,South,2022-08-25
205,Customer_205,South,2022-06-24
206,Customer_206,North,2018-12-19
207,Customer_207,West,2021-12-17
208,Customer_208,South,2017-08-27
209,Customer_209,South,2023-12-21
210,Customer_210,South,2019-08-16
211,Customer_211,North,2017-01-04
212,Customer_212,East,2023-10-10
213,Customer_213,West,2023-12-30
214,Customer_214,South,2017-12-28
215,Customer_215,South,2023-10-31
216,Customer_216,North,2019-04-16
217,Customer_217,North,2020-04-11
218,Customer_218,South,2017-03-28
219,Customer_219,West,2018-12-03
220,Customer_220,East,2024-03-14
221,Customer_221,South,2017-07-02
222,Customer_222,North,2022-05-27
223,Customer_223,South,2019-06-21
224,Customer_224,East,2018-02-15
225,Customer_225,North,2023-09-03
226,Customer_226,East,2018-12-09
227,Customer_227,West,2022-08-15
228,Customer_228,East,2015-04-24
229,Customer_229,North,2017-12-05
230,Customer_230,South,2021-07-06
231,Customer_231,East,2015-06-06
232,Customer_232,North,2021-09-09
233,Customer_233,West,2018-11-16
234,Customer_234,East,2019-11-23
235,Customer_235,North,2019-04-27
236,Customer_236,South,2017-11-09
237,Customer_237,North,2022-12-13
238,Customer_238,West,2015-01-07
239,Customer_239,South,2019-01-31
240,Customer_240,West,2015-10-14
241,Customer_241,East,2021-12-27
242,Customer_242,East,2022-06-10
243,Customer_243,North,2023-01-27
244,Customer_244,East,2020-09-08
245,Customer_245,East,2022-06-24
246,Customer_246,West,2018-08-29
247,Customer_247,West,2022-10-26
248,Customer_248,East,2021-03-20
249,Customer_249,South,2017-02-24
250,Customer_250,West,2022-06-16
251,Customer_251,West,2022-08-06
252,Customer_252,South,2021-11-26
253,Customer_253,East,2019-07-22
254,Customer_254,North,2018-05-29
255,Customer_255,East,2017-05-10
256,Customer_256,West,2023-10-24
257,Customer_257,East,2020-03-19
258,Customer_258,West,2019-12-17
259,Customer_259,South,2020-09-24
260,Customer_260,West,2023-11-26
261,Customer_261,South,2022-05-22
262,Customer_262,North,2018-03-08
263,Customer_263,East,2016-01-18
264,Customer_264,South,2022-07-18
265,Customer_265,East,2017-07-09
266,Customer_266,South,2016-08-26
267,Customer_267,North,2015-07-09
268,Customer_268,South,2020-04-30
269,Customer_269,North,2020-02-09
270,Customer_270,West,2022-01-23
271,Customer_271,South,2023-01-21
272,Customer_272,West,2020-07-17
273,Customer_273,West,2017-09-26
274,Customer_274,South,2022-05-11
275,Customer_275,North,2023-06-03
276,Customer_276,North,2023-09-24
277,Customer_277,West,2017-06-15
278,Customer_278,South,2024-01-07
279,Customer_279,West,2015-07-25
280,Customer_280,South,2024-07-06
281,Customer_281,North,2020-02-13
282,Customer_282,South,2023-12-27
283,Customer_283,West,2022-06-27
284,Customer_284,East,2023-06-21
285,Customer_285,West,2021-11-14
286,Customer_286,West,2024-04-25
287,Customer_287,West,2016-10-13
288,Customer_288,West,2020-01-18
289,Customer_289,East,2023-06-07
290,Customer_290,South,2024-06-02
291,Customer_291,East,2023-08-03
292,Customer_292,West,2022-01-11
293,Customer_293,South,2018-01-29
294,Customer_294,West,2015-11-14
295,Customer_295,East,2017-08-18
296,Customer_296,East,2018-10-07
297,Customer_297,East,2021-01-21
298,Customer_298,North,2016-07-20
299,Customer_299,South,2017-08-05
300,Customer_300,West,2022-10-13
301,Customer_301,South,2022-12-03
302,Customer_302,South,2015-09-21
303,Customer_303,West,2019-07-28
304,Customer_304,East,2021-01-31
305,Customer_305,West,2019-08-31
306,Customer_306,North,2017-04-27
307,Customer_307,West,2019-05-15
308,Customer_308,North,2023-08-02
309,Customer_309,West,2020-05-07
310,Customer_310,North,2018-12-11
311,Customer_311,East,2023-06-14
312,Customer_312,West,2024-07-27
313,Customer_313,West,2021-01-13
314,Customer_314,South,2020-06-22
315,Customer_315,South,2018-01-22
316,Customer_316,West,2020-06-12
317,Customer_317,North,2019-05-12
318,Customer_318,East,2022-07-02
319,Customer_319,West,2023-02-14
320,Customer_320,South,2024-06-04
321,Customer_321,West,2016-06-06
322,Customer_322,North,2019-06-02
323,Customer_323,North,2015-12-10
324,Customer_324,West,2016-07-09
325,Customer_325,West,2017-01-14
326,Customer_326,North,2017-12-01
327,Customer_327,West,2018-09-02
328,Customer_328,South,2020-02-06
329,Customer_329,East,2018-10-14
330,Customer_330,West,2018-02-13
331,Customer_331,West,2017-10-30
332,Customer_332,North,2020-04-10
333,Customer_333,North,2023-05-27
334,Customer_334,North,2018-12-04
335,Customer_335,South,2022-04-16
336,Customer_336,North,2023-10-05
337,Customer_337,North,2023-06-17
338,Customer_338,North,2017-10-09
339,Customer_339,South,2024-05-30
340,Customer_340,North,2021-12-19
341,Customer_341,South,2017-09-04
342,Customer_342,South,2020-04-23
343,Customer_343,North,2021-04-29
344,Customer_344,South,2020-03-19
345,Customer_345,East,2023-08-08
346,Customer_346,East,2016-11-18
347,Customer_347,North,2023-09-21
348,Customer_348,South,2018-06-28
349,Customer_349,North,2021-06-28
350,Customer_350,North,2018-07-01
351,Customer_351,West,2019-06-13
352,Customer_352,South,2015-11-08
353,Customer_353,South,2016-02-22
354,Customer_354,East,2024-07-14
355,Customer_355,North,2023-12-06
356,Customer_356,North,2018-11-23
357,Customer_357,West,2022-06-02
358,Customer_358,East,2015-10-10
359,Customer_359,East,2015-02-21
360,Customer_360,West,2024-03-22
361,Customer_361,West,2016-03-08
362,Customer_362,West,2019-01-23
363,Customer_363,West,2022-12-07
364,Customer_364,South,2019-11-19
365,Customer_365,South,2023-03-25
366,Customer_366,East,2021-11-27
367,Customer_367,West,2020-03-19
368,Customer_368,West,2024-04-05
369,Customer_369,East,2018-08-13
370,Customer_370,South,2024-04-25
371,Customer_371,North,2018-02-16
372,Customer_372,West,2017-09-25
373,Customer_373,West,2021-05-23
374,Customer_374,West,2018-10-09
375,Customer_375,North,2020-07-17
376,Customer_376,East,2017-01-14
377,Customer_377,West,2017-05-18
378,Customer_378,East,2023-12-12
379,Customer_379,East,2018-10-26
380,Customer_380,East,2021-09-07
381,Customer_381,East,2021-03-26
382,Customer_382,North,2020-10-17
383,Customer_383,South,2015-12-17
384,Customer_384,South,2023-01-28
385,Customer_385,West,2020-06-24
386,Customer_386,South,2022-09-29
387,Customer_387,West,2022-03-30
388,Customer_388,West,2020-01-10
389,Customer_389,North,2016-01-17
390,Customer_390,East,2017-06-26
391,Customer_391,West,2022-10-04
392,Customer_392,South,2018-06-08
393,Customer_393,East,2020-04-22
394,Customer_394,East,2019-10-09
395,Customer_395,East,2018-12-12
396,Customer_396,West,2018-01-14
397,Customer_397,East,2017-10-26
398,Customer_398,South,2016-05-09
399,Customer_399,South,2018-07-16
400,Customer_400,North,2023-05-01
401,Customer_401,South,2017-02-23
402,Customer_402,South,2023-04-14
403,Customer_403,West,2018-02-06
404,Customer_404,East,2016-02-16
405,Customer_405,South,2018-04-28
406,Customer_406,South,2019-01-18
407,Customer_407,South,2018-05-23
408,Customer_408,North,2022-12-10
409,Customer_409,South,2018-01-28
410,Customer_410,North,2015-08-12
411,Customer_411,East,2022-10-27
412,Customer_412,South,2022-02-25
413,Customer_413,West,2016-02-25
414,Customer_414,North,2021-06-09
415,Customer_415,East,2020-04-06
416,Customer_416,West,2019-12-10
417,Customer_417,East,2017-01-25
418,Customer_418,North,2017-10-31
419,Customer_419,West,2016-04-12
420,Customer_420,North,2019-06-30
421,Customer_421,West,2015-10-31
422,Customer_422,North,2016-09-13
423,Customer_423,South,2024-02-05
424,Customer_424,East,2015-12-15
425,Customer_425,South,2016-04-30
426,Customer_426,West,2021-10-19
427,Customer_427,South,2023-09-13
428,Customer_428,West,2020-01-20
429,Customer_429,West,2018-05-02
430,Customer_430,West,2018-06-04
431,Customer_431,North,2021-11-02
432,Customer_432,North,2023-07-22
433,Customer_433,South,2022-01-06
434,Customer_434,South,2017-12-19
435,Customer_435,North,2016-10-05
436,Customer_436,South,2016-12-12
437,Customer_437,North,2016-10-03
438,Customer_438,North,2019-08-01
439,Customer_439,West,2022-09-24
440,Customer_440,West,2018-04-07
441,Customer_441,North,2017-08-06
442,Customer_442,East,2022-12-05
443,Customer_443,East,2022-11-19
444,Customer_444,West,2015-10-19
445,Customer_445,South,2017-12-19
446,Customer_446,South,2019-10-08
447,Customer_447,North,2021-02-08
448,Customer_448,South,2022-04-06
449,Customer_449,South,2017-12-24
450,Customer_450,South,2015-10-20
451,Customer_451,North,2016-11-10
452,Customer_452,East,2021-09-03
453,Customer_453,East,2019-12-04
454,Customer_454,North,2020-04-03
455,Customer_455,East,2022-11-06
456,Customer_456,West,2018-01-20
457,Customer_457,West,2019-11-29
458,Customer_458,North,2021-09-15
459,Customer_459,North,2019-11-05
460,Customer_460,East,2021-10-08
461,Customer_461,East,2015-04-16
462,Customer_462,North,2017-07-26
463,Customer_463,North,2023-07-30
464,Customer_464,East,2021-06-18
465,Customer_465,North,2023-07-23
466,Customer_466,South,2020-04-11
467,Customer_467,West,2018-02-13
468,Customer_468,South,2021-07-25
469,Customer_469,West,2022-02-13
470,Customer_470,West,2016-01-09
471,Customer_471,West,2018-11-26
472,Customer_472,West,2018-09-27
473,Customer_473,East,2022-07-07
474,Customer_474,North,2016-10-20
475,Customer_475,East,2019-08-14
476,Customer_476,West,2018-03-26
477,Customer_477,West,2024-02-15
478,Customer_478,North,2020-02-06
479,Customer_479,North,2018-07-12
480,Customer_480,East,2018-08-17
481,Customer_481,North,2023-08-31
482,Customer_482,West,2020-10-08
483,Customer_483,North,2022-05-17
484,Customer_484,West,2019-08-20
485,Customer_485,North,2017-02-07
486,Customer_486,East,2021-12-25
487,Customer_487,West,2022-01-05
488,Customer_488,West,2023-07-10
489,Customer_489,North,2017-04-13
490,Customer_490,East,2021-02-27
491,Customer_491,South,2018-03-25
492,Customer_492,West,2022-10-31
493,Customer_493,West,2016-05-12
494,Customer_494,North,2022-01-24
495,Customer_495,South,2022-12-17
496,Customer_496,South,2018-06-26
497,Customer_497,North,2021-03-12
498,Customer_498,West,2016-01-17
499,Customer_499,South,2024-06-08
500,Customer_500,North,2020-03-05
